"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.286186460E2,-9.241781616E-1,-2.381547546E1,-3.167712708E0,2.404299026E1
1.286286230E2,-1.345551910E0,-2.248369492E1,-5.450765076E0,2.317407791E1
1.286386010E2,-9.723779297E-1,-2.320115295E1,-6.770271149E0,2.418833580E1
1.286485790E2,2.409988403E-2,-2.346595230E1,-4.711901550E0,2.393435845E1
1.286585560E2,7.274871826E-1,-2.370784927E1,-3.347039795E0,2.395399821E1
1.286685340E2,1.296603699E0,-2.408790894E1,-4.865332489E0,2.460853507E1
1.286785120E2,2.407443695E0,-2.547836746E1,-6.688690796E0,2.645149482E1
1.286884890E2,3.322790222E0,-2.706776230E1,-7.233857117E0,2.821406351E1
1.286984670E2,3.087180176E0,-2.692181580E1,-6.797963562E0,2.793791610E1
1.287084450E2,2.287842407E0,-2.489293488E1,-6.352190552E0,2.579230029E1
1.287184220E2,1.669627991E0,-2.210079117E1,-5.453459473E0,2.282482964E1
1.287284000E2,1.140328674E0,-1.903037613E1,-4.072581024E0,1.949465263E1
1.287383780E2,8.137078857E-1,-1.590307938E1,-3.231330414E0,1.624843224E1
1.287483550E2,6.595285034E-1,-1.284314255E1,-2.674937439E0,1.313531799E1
1.287583330E2,7.502398682E-1,-9.985884247E0,-1.395398254E0,1.011078040E1
1.287683110E2,1.070274353E0,-7.639363861E0,-1.769320679E-1,7.716001059E0
1.287782880E2,1.565444641E0,-5.465883636E0,8.327183533E-1,5.746296260E0
1.287882660E2,2.017504578E0,-3.178639984E0,1.737137604E0,4.146290381E0
1.287982440E2,2.198627930E0,-9.023236084E-1,1.757345581E0,2.955742911E0
1.288082210E2,2.087858276E0,1.283131714E0,1.067430267E0,2.673010766E0
1.288181990E2,1.736089783E0,3.068618774E0,-3.924838257E-1,3.547460003E0
1.288281770E2,9.677375793E-1,3.819008331E0,-2.025138702E0,4.429732206E0
1.288381540E2,-4.825964355E-1,3.446732483E0,-3.135080566E0,4.684185552E0
1.288481320E2,-2.326462097E0,2.305655365E0,-3.044518890E0,4.471864021E0
1.288581100E2,-4.052073669E0,1.159488831E0,-1.977837067E0,4.655701326E0
1.288680870E2,-5.214705963E0,6.029461670E-1,-1.059197388E0,5.355240561E0
1.288780650E2,-5.257666626E0,5.367837524E-1,-8.162525940E-1,5.347659623E0
1.288880430E2,-3.913910980E0,3.146456909E-1,-1.259331207E0,4.123544126E0
1.288980200E2,-2.103276215E0,-4.763095093E-1,-2.133213959E0,3.033355135E0
1.289079980E2,-5.146298218E-1,-1.212179260E0,-2.557731171E0,2.876840481E0
1.289179760E2,5.099894714E-1,-1.863923950E0,-2.069147186E0,2.831196184E0
1.289279530E2,1.117575989E0,-2.351609802E0,-7.680528259E-1,2.714580980E0
1.289379310E2,1.491498413E0,-2.508932648E0,6.981481934E-1,3.001120032E0
1.289479090E2,1.756148071E0,-2.270328827E0,1.690434723E0,3.331068685E0
1.289578860E2,2.023043060E0,-1.735790405E0,1.689087524E0,3.155738934E0
1.289678640E2,2.247725830E0,-1.322200470E0,1.090332642E0,2.826536884E0
1.289778420E2,2.359393616E0,-8.162525940E-1,6.583309937E-1,2.581938463E0
1.289878190E2,2.197280731E0,-2.841091919E-1,3.608995056E-1,2.244773730E0
1.289977970E2,1.682201843E0,1.983375549E-1,2.689906311E-1,1.715079236E0
1.290077750E2,8.979826355E-1,6.227050781E-1,8.547225952E-2,1.096102155E0
1.290177520E2,3.876937866E-2,8.220904541E-1,-1.700463867E-1,8.403877397E-1
1.290277300E2,-6.005511475E-1,7.719447327E-1,-8.150550842E-1,1.273135948E0
1.290377080E2,-8.496331787E-1,5.676196289E-1,-1.688937836E0,1.973975581E0
1.290476850E2,-7.283853149E-1,3.326083374E-1,-2.836451569E0,2.947309107E0
1.290576630E2,-2.561174011E-1,-1.246457977E0,-4.014352112E0,4.211208436E0
1.290676410E2,4.558021545E-1,-4.852758636E0,-5.107828217E0,7.060235908E0
1.290776180E2,6.700067139E-1,-8.483907623E0,-5.682932281E0,1.023334339E1
1.290875960E2,8.517288208E-1,-1.219049973E1,-1.033480865E1,1.600443674E1
1.290975740E2,2.760858765E0,-1.827714249E1,-1.355146957E1,2.291982998E1
1.291075510E2,4.148772583E0,-2.506941788E1,-1.042207718E1,2.746466310E1
1.291175290E2,5.100493469E0,-3.277419571E1,-3.340453491E0,3.333649003E1
1.291275070E2,5.715714111E0,-3.626164352E1,4.059558105E0,3.693313134E1
1.291374840E2,4.160448303E0,-2.867586823E1,1.459614716E0,2.901284584E1
1.291474620E2,2.631378021E0,-2.112796417E1,-4.290976868E0,2.171928873E1
1.291574400E2,2.074985046E0,-2.066213287E1,-6.126010895E0,2.165080385E1
1.291674170E2,7.515870667E-1,-2.389735519E1,-6.840475159E0,2.486846535E1
1.291773944E2,-1.707199860E0,-2.839729752E1,-7.860454102E0,2.951453500E1
1.291873724E2,-3.257226562E0,-3.187097397E1,-7.729326782E0,3.295619819E1
1.291973494E2,-2.482288055E0,-3.182576797E1,-5.741011505E0,3.243455679E1
1.292073274E2,-5.926176453E-1,-2.902539139E1,-4.449946289E0,2.937050498E1
1.292173054E2,1.718576202E0,-2.618370071E1,-5.325176239E0,2.677493584E1
1.292272824E2,3.920048218E0,-2.443937805E1,-6.786437531E0,2.566526275E1
1.292372604E2,5.262905731E0,-2.254851013E1,-6.547684021E0,2.406253627E1
1.292472384E2,5.360053711E0,-1.995949402E1,-5.084327087E0,2.128290298E1
1.292572154E2,4.750670929E0,-1.706795700E1,-4.043691101E0,1.817238202E1
1.292671934E2,4.102967834E0,-1.391027344E1,-3.302582245E0,1.487404120E1
1.292771714E2,3.245550842E0,-1.062595322E1,-2.441423035E0,1.137563310E1
1.292871484E2,2.285746765E0,-7.249724121E0,-1.190923462E0,7.694246994E0
1.292971264E2,1.483415222E0,-4.582271118E0,-4.525090027E-1,4.837612399E0
1.293071044E2,5.396278381E-1,-2.105671234E0,2.896476746E-1,2.192930762E0
1.293170814E2,-4.016148376E-1,2.171983337E-1,1.562151489E0,1.627509407E0
1.293270594E2,-1.250798950E0,2.434537354E0,2.469714203E0,3.686591703E0
1.293370374E2,-1.983674927E0,4.026776276E0,1.416953430E0,4.707191351E0
1.293470144E2,-2.408042450E0,4.259691925E0,-1.459015961E0,5.106111173E0
1.293569924E2,-2.493664398E0,3.287164307E0,-3.457809448E0,5.383331449E0
1.293669704E2,-2.358794861E0,1.507664795E0,-4.032464447E0,4.908944474E0
1.293769474E2,-1.915716248E0,4.105961609E-1,-2.741548920E0,3.369665922E0
1.293869254E2,-1.576521606E0,2.354603577E-1,-1.137783966E0,1.958421382E0
1.293969034E2,-1.315015411E0,5.179229736E-2,-4.569996643E-1,1.393124785E0
1.294068804E2,-9.773176575E-1,-9.714797974E-2,-1.049467621E0,1.437348191E0
1.294168584E2,-2.802172852E-1,-5.960604858E-1,-1.768871613E0,1.887515990E0
1.294268364E2,6.562353516E-1,-1.221759338E0,-1.896855469E0,2.349766241E0
1.294368134E2,1.515598297E0,-1.668430481E0,-1.734443207E0,2.844115276E0
1.294467914E2,2.202968903E0,-2.013163605E0,-1.330283661E0,3.267346676E0
1.294567694E2,2.589914246E0,-2.235151978E0,-7.607180786E-1,3.504604422E0
1.294667474E2,2.526595917E0,-2.398312683E0,-4.926255798E-1,3.518276654E0
1.294767244E2,2.174528046E0,-2.080523529E0,-6.676116943E-1,3.082670231E0
1.294867024E2,1.570683746E0,-1.393152924E0,-9.663903809E-1,2.311240547E0
1.294966794E2,7.882608032E-1,-7.463479614E-1,-1.005908203E0,1.479946515E0
1.295066574E2,-7.574249268E-2,-8.696914673E-2,-8.650511169E-1,8.727049860E-1
1.295166354E2,-1.062640228E0,5.626799011E-1,-7.053332520E-1,1.394025797E0
1.295266124E2,-2.014810181E0,9.084608459E-1,-5.381309509E-1,2.274718904E0
1.295365904E2,-2.665656738E0,9.415420532E-1,-4.144880676E-1,2.857276263E0
1.295465684E2,-2.946472778E0,8.436456299E-1,-7.716453552E-1,3.160518365E0
1.295565464E2,-2.795586548E0,2.353106689E-1,-1.851649475E0,3.361440322E0
1.295665234E2,-2.205812988E0,-8.149053955E-1,-2.542762299E0,3.463426317E0
1.295765014E2,-1.406475220E0,-1.725461884E0,-2.091600494E0,3.054534970E0
1.295864794E2,-6.253994751E-1,-2.390678558E0,-1.377884674E0,2.829316993E0
1.295964564E2,6.547384644E-1,-3.983815613E0,-2.810106354E0,4.918959952E0
1.296064344E2,2.520009613E0,-6.997049561E0,-6.728957062E0,1.002935761E1
1.296164124E2,3.487148438E0,-1.062580353E1,-6.976392517E0,1.318096952E1
1.296263894E2,4.741390228E0,-1.458821365E1,-5.092559967E0,1.616263982E1
1.296363674E2,6.486910400E0,-1.942001587E1,-4.175417175E0,2.089619897E1
1.296463454E2,7.018305359E0,-2.559916626E1,5.809419250E-1,2.655016792E1
1.296563224E2,5.813161469E0,-3.203862534E1,4.102069702E0,3.281910016E1
1.296663004E2,6.879693604E-1,-3.030478088E1,7.955955505E-1,3.032302786E1
1.296762784E2,-2.752176819E0,-2.433279968E1,-9.428892517E0,2.624049603E1
1.296862554E2,-1.981130219E0,-2.361968262E1,-1.181702637E1,2.648502211E1
1.296962334E2,-1.066532135E0,-2.857273270E1,-1.061218185E1,3.049847452E1
1.297062114E2,-9.532177734E-1,-3.380929321E1,-9.078171844E0,3.501985345E1
1.297161884E2,-1.343755646E0,-3.301684113E1,-4.730462952E0,3.338105386E1
1.297261664E2,-2.164349213E0,-2.782339096E1,-3.378025360E0,2.811114632E1
1.297361444E2,-1.695823517E0,-2.435046295E1,-4.357887726E0,2.479540378E1
1.297461214E2,2.676434326E-1,-2.400617889E1,-4.619244232E0,2.444801987E1
1.297560994E2,2.451302490E0,-2.435225922E1,-5.323829041E0,2.504764597E1
1.297660774E2,3.953279114E0,-2.404973831E1,-5.918242950E0,2.508074816E1
1.297760544E2,4.503385162E0,-2.205872864E1,-5.403912506E0,2.315319108E1
1.297860324E2,4.399501190E0,-1.892798904E1,-4.730612640E0,2.000007690E1
1.297960104E2,4.208648071E0,-1.559696594E1,-3.719465332E0,1.657746927E1
1.298059874E2,3.767964478E0,-1.235126541E1,-2.333946533E0,1.312244718E1
1.298159654E2,3.270548859E0,-9.489366760E0,-1.218466187E0,1.011084720E1
1.298259434E2,2.811902618E0,-7.214996338E0,-1.101259918E0,7.821492306E0
1.298359204E2,2.346370697E0,-5.118156738E0,-1.313368835E0,5.781515506E0
1.298458984E2,1.588197327E0,-3.150797882E0,-1.025816803E0,3.674533733E0
1.298558764E2,5.629792786E-1,-1.659898224E0,-1.661544800E-2,1.752850209E0
1.298658534E2,-4.778063965E-1,-4.297563171E-1,6.761439514E-1,9.328237174E-1
1.298758314E2,-1.264720001E0,5.442681885E-1,6.255491638E-1,1.512301656E0
1.298858094E2,-1.675615540E0,7.095245361E-1,3.098556519E-1,1.845839383E0
1.298957864E2,-1.686542816E0,2.390528870E-1,6.930587769E-2,1.704809743E0
1.299057644E2,-1.630110168E0,-1.493893433E-1,-5.881269836E-1,1.739387733E0
1.299157424E2,-1.471290436E0,-1.454974365E-1,-8.156538391E-1,1.688536714E0
1.299257194E2,-1.256936188E0,9.729766846E-2,-6.360273743E-1,1.412050366E0
1.299356974E2,-9.743238831E-1,3.197351074E-1,-4.698728943E-1,1.127970791E0
1.299456754E2,-4.782554626E-1,3.673361206E-1,-2.429447937E-1,6.501432810E-1
1.299556524E2,9.205856323E-2,3.023712158E-1,1.390608215E-1,3.453129643E-1
1.299656304E2,6.947053528E-1,1.785786438E-1,6.915618896E-1,9.963752839E-1
1.299756084E2,1.259780273E0,3.367996216E-2,1.030606842E0,1.627983765E0
1.299855854E2,1.848206635E0,-2.326162720E-1,7.482939148E-1,2.007466532E0
1.299955634E2,2.494412842E0,-6.920109558E-1,2.302212524E-1,2.598841360E0
1.300055414E2,2.875071259E0,-9.204359436E-1,2.341131592E-1,3.027878141E0
1.300155184E2,2.921025696E0,-9.575587463E-1,6.376739502E-1,3.139416814E0
1.300254964E2,2.562072144E0,-7.286846924E-1,6.686595154E-1,2.746324926E0
1.300354744E2,1.810335388E0,-1.267863464E-1,-2.056723022E-1,1.826387169E0
1.300454524E2,7.282356262E-1,3.288661194E-1,-1.582958221E0,1.773199589E0
1.300554294E2,-5.414241028E-1,2.442919922E-1,-2.660866699E0,2.726358419E0
1.300654074E2,-1.819915466E0,8.981323242E-4,-3.099604340E0,3.594390098E0
1.300753844E2,-2.894830170E0,-3.585044861E-1,-3.594175873E0,4.628894834E0
1.300853624E2,-3.426973572E0,-1.108145599E0,-4.718637543E0,5.936132983E0
1.300953404E2,-2.942880249E0,-1.978735199E0,-6.249204712E0,7.185297258E0
1.301053184E2,-1.679507446E0,-2.675985260E0,-7.507188721E0,8.144907910E0
1.301152954E2,-4.465214539E-1,-3.842210083E0,-6.763984222E0,7.791883103E0
1.301252734E2,1.002465363E0,-5.899681549E0,-7.911048889E-1,6.036308982E0
1.301352514E2,2.626438293E0,-8.063581696E0,4.277804260E0,9.498375501E0
1.301452284E2,3.356619873E0,-9.791588287E0,-1.751358032E-1,1.035242825E1
1.301552064E2,4.387226715E0,-1.479523315E1,-9.322463837E0,1.802928214E1
1.301651844E2,4.311633911E0,-2.560260910E1,-1.916883820E1,3.227271506E1
1.301751618E2,2.365530853E0,-3.689183304E1,-1.592403580E1,4.025143472E1
1.301851398E2,7.920030212E-1,-3.536201431E1,-1.748364258E-1,3.537131455E1
1.301951178E2,-1.550026703E0,-2.292363007E1,4.477039948E0,2.340810297E1
1.302050948E2,-1.469643860E0,-1.551014648E1,2.229164429E0,1.573828679E1
1.302150728E2,4.367916870E-1,-1.463686249E1,-3.668870544E-1,1.464797380E1
1.302250508E2,2.238295441E0,-1.646381332E1,-3.108435974E0,1.690353483E1
1.302350278E2,3.236270142E0,-1.894774796E1,-3.675756226E0,1.957043129E1
1.302450058E2,3.038830719E0,-2.189721451E1,-3.733835449E0,2.242016999E1
1.302549838E2,1.863624573E0,-2.505908936E1,-3.774850159E0,2.541024497E1
1.302649608E2,1.005309448E0,-2.753868301E1,-3.361110535E0,2.776124589E1
1.302749388E2,2.058668976E0,-2.866733597E1,-3.517535248E0,2.895560954E1
1.302849168E2,3.851341095E0,-2.772744049E1,-4.924309845E0,2.842345179E1
1.302948938E2,4.589306488E0,-2.560994385E1,-6.281387787E0,2.676540286E1
1.303048718E2,3.967200165E0,-2.311223785E1,-6.266418915E0,2.427307607E1
1.303148498E2,3.024759979E0,-2.054043594E1,-5.833070068E0,2.156579208E1
1.303248268E2,2.372715912E0,-1.809796509E1,-5.152435455E0,1.896612012E1
1.303348048E2,1.833088074E0,-1.564217194E1,-4.043840790E0,1.626008620E1
1.303447828E2,1.493893433E0,-1.311632446E1,-3.067570953E0,1.355284754E1
1.303547598E2,1.343156891E0,-1.015518219E1,-1.898651733E0,1.041809359E1
1.303647378E2,1.348246307E0,-7.353907471E0,-6.761439514E-1,7.506989665E0
1.303747158E2,1.424737244E0,-4.964426422E0,4.290078735E-1,5.182610700E0
1.303846938E2,1.293310547E0,-2.956651611E0,1.612147522E0,3.607417436E0
1.303946708E2,8.737330627E-1,-1.072968750E0,2.286944275E0,2.672973161E0
1.304046488E2,2.883004761E-1,6.828799438E-1,1.280287628E0,1.479384532E0
1.304146268E2,-3.812571716E-1,2.169438629E0,-7.595205688E-1,2.329955470E0
1.304246038E2,-1.138981476E0,3.125799866E0,-2.330803070E0,4.062086478E0
1.304345818E2,-2.133064270E0,3.191213837E0,-2.611619110E0,4.642667693E0
1.304445598E2,-3.217259674E0,2.741848297E0,-1.534908142E0,4.497158536E0
1.304545368E2,-3.798950043E0,2.164947968E0,-5.899232483E-1,4.412145801E0
1.304645148E2,-3.613485718E0,1.068777466E0,-7.861651611E-1,3.849366177E0
1.304744928E2,-2.712509308E0,-5.815406799E-1,-1.645079041E0,3.225241287E0
1.304844698E2,-1.173409882E0,-1.890269165E0,-2.471211090E0,3.325190599E0
1.304944478E2,4.225712585E-1,-2.790347443E0,-3.086731110E0,4.182405320E0
1.305044258E2,1.498084717E0,-3.477867737E0,-3.316353607E0,5.033688813E0
1.305144028E2,2.130818939E0,-3.852239227E0,-2.849624176E0,5.244091376E0
1.305243808E2,2.455344086E0,-3.573818207E0,-1.533411255E0,4.599156578E0
1.305343588E2,2.652783508E0,-2.460283813E0,1.715432739E-1,3.622110418E0
1.305443358E2,2.769391022E0,-1.101708984E0,1.180744629E0,3.205845785E0
1.305543138E2,2.984344025E0,-2.127076721E-1,1.183139648E0,3.217355007E0
1.305642918E2,3.005899200E0,2.694396973E-1,2.914439392E-1,3.031990654E0
1.305742688E2,2.522704010E0,6.587800598E-1,-2.835104370E-1,2.622671321E0
1.305842468E2,1.905687103E0,8.698411560E-1,-4.020639038E-1,2.133054700E0
1.305942248E2,1.220112762E0,8.542735291E-1,-6.215075684E-1,1.613917617E0
1.306042018E2,3.547622681E-1,7.696994019E-1,-1.072669373E0,1.367081936E0
1.306141798E2,-4.981640625E-1,7.691006470E-1,-1.303489380E0,1.593351123E0
1.306241578E2,-1.261576538E0,1.757345581E-1,-2.201472015E0,2.543410512E0
1.306341348E2,-1.756447449E0,-9.093589783E-1,-3.447630615E0,3.974694737E0
1.306441128E2,-1.987716522E0,-2.562970276E0,-4.221970367E0,5.323989800E0
1.306540908E2,-2.052831116E0,-4.574636993E0,-4.679868164E0,6.858759745E0
1.306640678E2,-1.977687378E0,-6.901248779E0,-3.703897705E0,8.078201550E0
1.306740458E2,-2.139949951E0,-9.424701233E0,-1.076561279E0,9.724369559E0
1.306840238E2,-2.174228668E0,-1.277458511E1,-2.632575531E0,1.322300076E1
1.306940008E2,-6.821315002E-1,-1.907453430E1,-1.130045059E1,2.218114843E1
1.307039788E2,2.151925049E0,-2.786051376E1,-1.720971222E1,3.281787932E1
1.307139568E2,4.382137299E0,-3.366978333E1,-9.511221313E0,3.526075392E1
1.307239348E2,5.660029907E0,-3.311144440E1,-3.254232788E-1,3.359329679E1
1.307339118E2,6.055357819E0,-2.508199173E1,3.881877594E0,2.609296152E1
1.307438898E2,5.284610596E0,-1.812954941E1,1.336420898E0,1.893128870E1
1.307538678E2,4.132606201E0,-1.771296570E1,-2.924318848E0,1.842224820E1
1.307638448E2,3.333118744E0,-2.043535446E1,-5.264701996E0,2.136423365E1
1.307738228E2,2.523153076E0,-2.343556549E1,-7.974666595E0,2.488347521E1
1.307838008E2,1.058898010E0,-2.775019318E1,-1.007464966E1,2.954137864E1
1.307937778E2,-1.442999268E-1,-3.193204697E1,-7.622898102E0,3.282963633E1
1.308037558E2,-3.894900513E-1,-3.147729263E1,-2.925516357E0,3.161534912E1
1.308137338E2,-3.757186890E-1,-2.644939819E1,-1.914668427E0,2.652127042E1
1.308237108E2,3.643423462E-1,-2.255943741E1,-4.515360260E0,2.300976836E1
1.308336888E2,9.779164124E-1,-2.119502472E1,-7.164401550E0,2.239450921E1
1.308436668E2,1.486858063E0,-2.005903702E1,-7.559130707E0,2.148758176E1
1.308536438E2,2.029629364E0,-1.784334457E1,-5.984854431E0,1.892941688E1
1.308636218E2,2.497406616E0,-1.477622269E1,-4.478087769E0,1.564055839E1
1.308735998E2,2.862647095E0,-1.161764099E1,-3.072959747E0,1.235343726E1
1.308835768E2,2.914289703E0,-8.237370300E0,-1.801803131E0,8.921538458E0
1.308935548E2,2.680625610E0,-4.869523773E0,-1.054107971E0,5.657663745E0
1.309035328E2,2.592608643E0,-1.903741150E0,-2.016307068E-1,3.222810091E0
1.309135098E2,2.603835297E0,3.433859253E-1,1.300794983E-1,2.629599365E0
1.309234878E2,2.321821747E0,1.893861694E0,-2.454895020E-2,2.996359623E0
1.309334658E2,1.710792389E0,2.797532501E0,-9.086105347E-2,3.280435097E0
1.309434438E2,5.321434021E-1,2.801574097E0,-6.794371033E-1,2.931489177E0
1.309534208E2,-7.999365234E-1,1.606908417E0,-9.774673462E-1,2.043892246E0
1.309633988E2,-2.099833374E0,4.406835938E-1,-4.366419983E-1,2.189556682E0
1.309733768E2,-3.269650726E0,-2.529739380E-2,5.014572144E-2,3.270133090E0
1.309833538E2,-4.009262695E0,5.059478760E-2,2.565664673E-1,4.017782167E0
1.309933318E2,-4.127965851E0,3.659889221E-1,1.160087585E-1,4.145781951E0
1.310033098E2,-3.206182709E0,4.101470947E-1,2.474354553E-1,3.241766880E0
1.310132868E2,-1.850302277E0,6.032455444E-2,-5.328918457E-2,1.852052187E0
1.310232648E2,-5.366340637E-1,-6.090834045E-1,-8.982820129E-1,1.210730890E0
1.310332428E2,5.060975647E-1,-1.201850739E0,-1.699565735E0,2.142219323E0
1.310432198E2,1.166075134E0,-1.233135681E0,-1.924248505E0,2.565752742E0
1.310531978E2,1.662592621E0,-1.009800110E0,-1.434766388E0,2.417119168E0
1.310631758E2,2.248025208E0,-8.958869934E-1,-4.200265503E-1,2.456145994E0
1.310731528E2,2.797981567E0,-9.298663330E-1,6.194119263E-1,3.012809882E0
1.310831308E2,2.987786865E0,-1.061592407E0,1.462758179E0,3.491920715E0
1.310931088E2,2.614762573E0,-9.693841553E-1,1.562750244E0,3.196697871E0
1.311030858E2,1.890119476E0,-8.041278076E-1,1.105002136E0,2.332424251E0
1.311130638E2,1.029858398E0,-7.810757446E-1,5.303471375E-1,1.397124091E0
1.311230418E2,2.263293457E-1,-6.843768311E-1,6.481521606E-2,7.237386489E-1
1.311330188E2,-3.315605164E-1,-5.692662048E-1,-2.624043274E-1,7.091208776E-1
1.311429968E2,-7.698490906E-1,-5.771997070E-1,-8.500822449E-1,1.283926379E0
1.311529748E2,-1.199755096E0,-1.011895752E0,-2.640209656E0,3.071490246E0
1.311629528E2,-1.001567230E0,-2.612367554E0,-6.753356323E0,7.309953678E0
1.311729298E2,1.802252197E-1,-5.730383606E0,-1.075498489E1,1.218767728E1
1.311829078E2,7.379653931E-1,-8.640931091E0,-1.002869522E1,1.325839398E1
1.311928858E2,3.706292725E-1,-1.209903992E1,-1.398915939E1,1.849920846E1
1.312028628E2,1.544787598E-1,-1.785202652E1,-1.660616730E1,2.438203246E1
1.312128408E2,2.409988403E-2,-2.310924408E1,-4.765939178E0,2.359559109E1
1.312228188E2,-5.433700562E-2,-2.669503738E1,5.810766449E0,2.732019363E1
1.312327958E2,6.565347290E-1,-2.549842575E1,1.006327332E1,2.742025207E1
1.312427738E2,-5.177732849E-1,-1.852308105E1,5.461991730E0,1.931853966E1
1.312527518E2,-9.876461792E-1,-1.494851440E1,-2.914289703E0,1.526193344E1
1.312627288E2,1.722917175E-1,-2.174797485E1,-1.794677948E1,2.819735783E1
1.312727068E2,6.020480347E-1,-3.329915405E1,-2.686074280E1,4.278662906E1
1.312826848E2,2.679428101E-2,-3.562232300E1,-1.117306549E1,3.733347032E1
1.312926618E2,-9.737251282E-1,-3.061807938E1,3.865112457E0,3.087643146E1
1.313026398E2,-1.087189178E0,-2.460822693E1,5.163811798E0,2.516767302E1
1.313126178E2,-2.796185303E-1,-2.241319153E1,1.382674713E0,2.245754061E1
1.313225958E2,1.263522491E0,-2.325129868E1,-2.500400391E0,2.341946586E1
1.313325728E2,4.233646088E0,-2.451197708E1,-4.127067719E0,2.521494532E1
1.313425508E2,7.024143219E0,-2.413356400E1,-3.037333832E0,2.531783750E1
1.313525288E2,7.967481537E0,-2.263143768E1,-1.985770569E0,2.407500817E1
1.313625058E2,7.796087952E0,-2.063488953E1,-2.398462372E0,2.218851673E1
1.313724838E2,6.769822083E0,-1.810230606E1,-3.380570068E0,1.962019953E1
1.313824618E2,5.347030792E0,-1.494986160E1,-3.906127167E0,1.635074707E1
1.313924388E2,3.940405884E0,-1.125105331E1,-3.142265625E0,1.232829398E1
1.314024168E2,2.438728638E0,-7.859705658E0,-1.447190552E0,8.355640663E0
1.314123948E2,7.705975342E-1,-5.293442230E0,-4.077520752E-1,5.364756561E0
1.314223718E2,-5.836363220E-1,-3.574716339E0,-1.028062134E0,3.765121514E0
1.314323498E2,-1.529219971E0,-1.555565186E0,-2.000440063E0,2.959739383E0
1.314423278E2,-2.060614929E0,9.434880066E-1,-1.787882080E0,2.886663444E0
1.314523048E2,-2.006726990E0,2.768343201E0,-1.713636475E0,3.824555825E0
1.314622828E2,-1.594484253E0,3.204536133E0,-1.228944397E0,3.784406980E0
1.314722608E2,-1.224453735E0,2.764750671E0,-7.954458618E-1,3.126638346E0
1.314822378E2,-1.035396881E0,2.346520386E0,-7.601193237E-1,2.675067477E0
1.314922158E2,-8.843609619E-1,2.038011932E0,-1.404678955E0,2.628442488E0
1.315021938E2,-7.797285461E-1,1.258582764E0,-2.301464081E0,2.736556978E0
1.315121708E2,-6.759942627E-1,2.710862732E-1,-3.018023987E0,3.104661784E0
1.315221488E2,-4.472698975E-1,-5.456153870E-1,-3.375630341E0,3.448568791E0
1.315321268E2,-5.448669434E-2,-1.187480621E0,-3.380121002E0,3.583056937E0
1.315421048E2,4.565505981E-1,-1.812730408E0,-3.027005310E0,3.557694637E0
1.315520818E2,9.252259827E-1,-2.327360229E0,-2.310894470E0,3.407767893E0
1.315620598E2,1.228195953E0,-2.468217316E0,-1.502276001E0,3.139648898E0
1.315720378E2,1.450483704E0,-2.067799988E0,-9.702822876E-1,2.705761904E0
1.315820148E2,1.586999817E0,-1.354533234E0,-7.336244202E-1,2.211681146E0
1.315919928E2,1.407373352E0,-5.415737915E-1,-3.487747192E-1,1.547787365E0
1.316019708E2,9.386979675E-1,6.182144165E-2,5.647755432E-1,1.097245268E0
1.316119478E2,3.411405945E-1,4.272116089E-1,1.927541656E0,2.003572684E0
1.316219258E2,-3.623963928E-1,7.071295166E-1,2.835553436E0,2.944779548E0
1.316319038E2,-1.008452911E0,8.036787415E-1,3.079546051E0,3.338634552E0
1.316418808E2,-1.521885223E0,7.740403748E-1,2.839595032E0,3.313392986E0
1.316518588E2,-1.857038269E0,5.031037903E-1,2.393522644E0,3.070937187E0
1.316618368E2,-2.104922791E0,-3.038681030E-2,1.530267792E0,2.602564663E0
1.316718138E2,-2.142644348E0,-4.815486145E-1,2.766247559E-1,2.213444177E0
1.316817918E2,-1.800006866E0,-3.121009827E-1,-1.276395721E0,2.228590985E0
1.316917698E2,-1.100062408E0,-1.312770081E-1,-2.789299622E0,3.001260291E0
1.317017468E2,2.766247559E-1,-2.203268280E0,-5.683980103E0,6.102339074E0
1.317117248E2,2.068847809E0,-6.187383270E0,-9.200168152E0,1.127860528E1
1.317217028E2,2.510878601E0,-1.013437546E1,-8.768615570E0,1.363446722E1
1.317316808E2,1.874551849E0,-1.421039932E1,-6.174060974E0,1.560667878E1
1.317416578E2,1.826651459E0,-1.963242416E1,-4.081562347E0,2.013523989E1
1.317516358E2,2.177072754E0,-2.872421768E1,-4.999902649E0,2.923729388E1
1.317616138E2,2.882106628E0,-3.916740097E1,-5.137765961E0,3.960793451E1
1.317715908E2,3.104843445E0,-3.946513184E1,-5.669011230E0,3.999092862E1
1.317815688E2,2.902613983E0,-2.826422424E1,-5.266348572E0,2.889681587E1
1.317915468E2,2.885549469E0,-2.002805145E1,-2.785557404E0,2.042568410E1
1.318015238E2,2.396965485E0,-1.816098404E1,-5.093757477E0,1.901349915E1
1.318115018E2,2.041903839E0,-2.122196869E1,-9.194779358E0,2.321821039E1
1.318214798E2,2.706372070E-1,-2.605436966E1,-1.103849533E1,2.829755823E1
1.318314568E2,-1.128203888E0,-2.787712921E1,-9.769284668E0,2.956088801E1
1.318414348E2,-1.508113861E0,-2.707689331E1,-6.776857452E0,2.795278798E1
1.318514128E2,-7.192543030E-1,-2.575454315E1,-5.896837463E0,2.643078720E1
