"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.602337500E0,-4.110095590E-2,1.181367942E0,-2.917340780E0,3.147728821E0
2.612281500E0,-3.368076615E-1,1.087941130E0,-3.687693316E0,3.859551438E0
2.622225500E0,7.669471174E-2,7.048759997E-1,-3.707306632E0,3.774500592E0
2.632170500E0,6.691217378E-1,1.004469788E-1,-2.809807561E0,2.890126645E0
2.642114500E0,6.886083148E-1,-2.981536192E-1,-1.865585729E0,2.010842387E0
2.652058500E0,3.201123990E-1,-8.961685368E-1,-1.376752653E0,1.673630145E0
2.662002917E0,-7.243016195E-1,-1.209156250E0,-1.606171668E0,2.136927490E0
2.671946917E0,-1.997569081E0,-1.140785634E0,-2.444650698E0,3.356782854E0
2.681891917E0,-2.721801118E0,-1.079414136E0,-3.784909124E0,4.785276719E0
2.691835917E0,-2.975486078E0,-8.690573367E-1,-5.258183520E0,6.103873523E0
2.701779917E0,-2.920166740E0,-5.769577785E-1,-6.674297875E0,7.307975519E0
2.711723917E0,-2.583254267E0,-5.497204247E-1,-7.920763453E0,8.349484345E0
2.721668917E0,-2.276044334E0,-6.203384176E-1,-8.662158238E0,8.977649075E0
2.731612917E0,-2.249251953E0,-5.674218468E-1,-9.090216524E0,9.381531770E0
2.741556917E0,-2.298285534E0,-7.259098962E-1,-9.398436710E0,9.702560186E0
2.751500917E0,-2.432532197E0,-1.035555633E0,-9.292171167E0,9.660954060E0
2.761445917E0,-2.714064667E0,-1.171074796E0,-8.989357901E0,9.462881098E0
2.771389917E0,-2.751309092E0,-1.442370253E0,-8.701649748E0,9.239526070E0
2.781333917E0,-2.529600801E0,-1.741784971E0,-8.570628848E0,9.104305242E0
2.791277917E0,-2.215086380E0,-1.859030708E0,-8.607271594E0,9.080073080E0
2.801221917E0,-1.721279516E0,-1.830555791E0,-8.838834198E0,9.189054775E0
2.811166917E0,-1.049589535E0,-1.769172744E0,-9.360913957E0,9.584274647E0
2.821110917E0,-5.704758476E-1,-1.689099657E0,-9.886203253E0,1.004567146E1
2.831054917E0,-4.149752869E-1,-1.643740905E0,-1.049157251E1,1.062766119E1
2.840998917E0,-5.125790571E-1,-1.902451546E0,-1.100741387E1,1.118236197E1
2.850943917E0,-9.357468778E-1,-2.284156907E0,-1.125286595E1,1.152041610E1
2.860887917E0,-1.653357528E0,-2.644118519E0,-1.114487139E1,1.157294742E1
