"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.418564250E0,-3.182174041E0,-7.523735172E-1,-6.544867417E-1,3.334763925E0
1.428505250E0,-1.376612905E0,-1.189129536E0,8.312909018E-1,2.000034176E0
1.438445250E0,-1.415487533E0,-6.584444296E-1,1.770208140E0,2.360252292E0
1.448386250E0,-4.978366184E-1,-5.459808379E-1,1.836811873E0,1.979852073E0
1.458327250E0,1.819320220E-1,6.717550313E-1,7.877070719E-1,1.051112037E0
1.468268250E0,1.300244760E0,3.876853082E0,-2.048313557E0,4.573424830E0
1.478208250E0,1.594364970E0,5.606859421E0,-4.456177082E0,7.337328288E0
1.488149250E0,-9.330478030E-1,3.959680061E0,-2.305802422E0,4.676148971E0
1.498090250E0,-2.993834640E0,4.262883335E0,-3.262606001E-1,5.219354957E0
1.508031250E0,-4.472173310E0,4.252705672E0,-1.577981071E0,6.369918673E0
1.517972250E0,-5.294149743E0,3.906042967E0,-1.325361475E0,6.711317024E0
1.527912250E0,-5.497389019E0,5.425943645E0,-9.779298609E-1,7.785788161E0
1.537853250E0,-5.520666200E0,5.933473778E0,-2.237373919E0,8.407717194E0
1.547794250E0,-6.202753846E0,6.430677143E0,-2.429134819E0,9.258966452E0
1.557735250E0,-6.477632039E0,6.206100208E0,-2.132723962E0,9.220840966E0
1.567675250E0,-5.746083380E0,5.473470984E0,-1.791584245E0,8.135486029E0
1.577616250E0,-5.366982077E0,5.292943463E0,-1.601059739E0,7.706045640E0
1.587557250E0,-5.106213216E0,5.697570786E0,-1.745295054E0,7.847406010E0
1.597498250E0,-4.743927920E0,5.160365449E0,-1.714905905E0,7.216309718E0
1.607438250E0,-4.201371796E0,4.235922409E0,-1.206056056E0,6.086800049E0
1.617379250E0,-2.889662400E0,3.668269451E0,-4.595882267E-1,4.692288449E0
1.627320250E0,-1.667505451E0,3.378425894E0,-1.036607255E0,3.907542777E0
1.637261250E0,-1.289166040E0,3.247540650E0,-1.968030263E0,4.010188582E0
1.647201250E0,-4.111615866E-1,2.212398123E0,-2.987133731E0,3.739883318E0
1.657142250E0,-4.498432571E-1,1.697388232E0,-3.773425192E0,4.161997531E0
1.667083250E0,-7.155097461E-1,1.611285058E0,-3.375804588E0,3.808444610E0
1.677024250E0,-1.085281232E0,1.349998718E0,-2.793915414E0,3.287292994E0
1.686965167E0,-1.308177093E0,1.688758326E0,-1.417317127E0,2.563595098E0
1.696905167E0,-7.143712932E-1,1.613048578E0,1.209043910E0,2.138700361E0
1.706846167E0,8.028805965E-1,-7.231093723E-1,3.512935828E0,3.675353391E0
1.716787167E0,1.901605747E0,-2.502551581E0,4.255070871E0,5.290037518E0
1.726728167E0,3.707592561E0,-3.711188014E0,2.376887316E-1,5.251252708E0
1.736668167E0,4.621292512E0,-1.183917913E0,-5.161085241E0,7.028143921E0
1.746609167E0,5.430865247E0,-1.709006649E-1,-1.135918938E1,1.259185005E1
1.756550167E0,6.236846037E0,-1.432391834E0,-9.114921010E0,1.113695559E1
1.766491167E0,5.809709857E0,-2.546002241E0,-5.004844716E0,8.079809816E0
1.776432167E0,4.483003523E0,-3.238696736E0,-1.995207975E0,5.879398949E0
1.786372167E0,2.541135018E0,-2.807002067E0,-8.149845522E-2,3.787250953E0
1.796313167E0,2.378863674E0,-3.860245820E0,-4.025141029E-1,4.552198125E0
1.806254167E0,3.980639990E0,-5.101588068E0,1.113829093E0,6.565996558E0
1.816195167E0,4.831031553E0,-5.597075860E0,3.426067253E0,8.148868686E0
1.826135167E0,5.817235224E0,-5.553083748E0,4.707997949E0,9.318916753E0
1.836076167E0,5.937974964E0,-5.024434642E0,3.408870592E0,8.492637333E0
1.846017167E0,5.539583112E0,-4.099237896E0,2.135904847E0,7.214764161E0
1.855958167E0,2.618950349E0,-1.475563581E0,7.707308507E-1,3.103258748E0
1.865899167E0,-1.180658090E-1,-1.461498104E0,-2.153061748E-1,1.481982791E0
1.875839167E0,-2.835186816E0,-2.581219436E0,-3.746392930E-1,3.852445023E0
1.885780167E0,-4.716431973E0,-2.571186199E0,-1.144336648E-1,5.372971625E0
1.895721167E0,-5.585991293E0,-2.943351535E0,7.676729031E-1,6.360498304E0
1.905662167E0,-5.505930047E0,-3.974130285E0,1.967040768E0,7.069528031E0
